Title,Difficulty,Level,Chart Constant,Score,Note Count,PM Rating,Play Rating,Play Potential
I want You,FTR,8,8.3,0,528,-,-,0
I want You,PRS,5,5.5,0,395,-,-,0
I want You,PST,3,3,0,326,-,-,0
I've heard it said,PRS,6,6,0,664,-,-,0
I've heard it said,PST,3,3.5,0,510,-,-,0
Iconoclast,PRS,7,7,0,593,-,-,0
Iconoclast,PST,4,4,0,443,-,-,0
Ignition,FTR,9+,9.8,0,994,-,-,0
Ignition,PRS,6,6,0,621,-,-,0
Ignition,PST,3,3.5,0,578,-,-,0
Ignotus,PRS,6,6.5,0,809,-,-,0
Ignotus,PST,3,3.5,0,579,-,-,0
͟͝͞Ⅱ́̕,FTR,10+,10.8,0,"1,051",-,-,0
͟͝͞Ⅱ́̕,PRS,8+,8.9,0,816,-,-,0
͟͝͞Ⅱ́̕,PST,5,5,0,690,-,-,0
Ikazuchi,PRS,7,7.5,0,976,-,-,0
Ikazuchi,PST,3,3.5,0,656,-,-,0
Illegal Paradise,PRS,7,7,0,585,-,-,0
Illegal Paradise,PST,2,2,0,535,-,-,0
IMPACT,BYD,10,10.4,0,"1,392",-,-,0
IMPACT,FTR,9,9.6,0,"1,231",-,-,0
IMPACT,PRS,7+,7.8,0,913,-,-,0
IMPACT,PST,3,3.5,0,723,-,-,0
Impure Bird,FTR,9,9.4,0,805,-,-,0
Impure Bird,PRS,5,5.5,0,518,-,-,0
Impure Bird,PST,2,2,0,350,-,-,0
In Vain,FTR,9,9.5,0,"1,111",-,-,0
In Vain,PRS,6,6.5,0,677,-,-,0
In Vain,PST,3,3.5,0,562,-,-,0
INCARNATOR₀₀,ETR,10,10.4,0,"1,355",-,-,0
INCARNATOR₀₀,FTR,8+,8.9,0,"1,565",-,-,0
INCARNATOR₀₀,PRS,6,6.5,0,"1,276",-,-,0
INCARNATOR₀₀,PST,3,3.5,0,"1,178",-,-,0
incomplete the one,ETR,9+,9.9,0,"1,008",-,-,0
incomplete the one,FTR,8+,8.8,0,912,-,-,0
incomplete the one,PRS,7,7.5,0,848,-,-,0
incomplete the one,PST,3,3.5,0,691,-,-,0
INFINITE DIMENSION,ETR,10,10.1,0,"1,111",-,-,0
INFINITE DIMENSION,FTR,8,8.6,0,947,-,-,0
INFINITE DIMENSION,PRS,6,6,0,708,-,-,0
INFINITE DIMENSION,PST,2,2.5,0,566,-,-,0
"Infinite Strife,",PRS,7,7.5,0,"1,081",-,-,0
"Infinite Strife,",PST,4,4,0,888,-,-,0
Infinity Heaven,PRS,5,5.5,0,545,-,-,0
Infinity Heaven,PST,1,1.5,0,336,-,-,0
init(),FTR,9+,9.8,0,"1,204",-,-,0
init(),PRS,7,7.5,0,957,-,-,0
init(),PST,4,4,0,713,-,-,0
inkar-usi,PRS,4,4,0,326,-,-,0
inkar-usi,PST,2,2,0,276,-,-,0
Innocence,FTR,8,8.5,0,"1,023",-,-,0
Innocence,PRS,6,6.5,0,811,-,-,0
Innocence,PST,3,3,0,734,-,-,0
INTERNET OVERDOSE,FTR,8,8.4,0,657,-,-,0
INTERNET OVERDOSE,PRS,6,6.5,0,578,-,-,0
INTERNET OVERDOSE,PST,3,3,0,430,-,-,0
INTERNET YAMERO,FTR,10,9.9,0,"1,222",-,-,0
INTERNET YAMERO,PRS,7+,7.8,0,987,-,-,0
INTERNET YAMERO,PST,4,4.5,0,677,-,-,0
Inverted World,ETR,10+,10.7,0,"1,065",-,-,0
Inverted World,FTR,9,9.5,0,940,-,-,0
Inverted World,PRS,7,7,0,646,-,-,0
Inverted World,PST,3,3,0,525,-,-,0
IONOSTREAM,ETR,9+,9.7,0,871,-,-,0
IONOSTREAM,FTR,8+,8.7,0,818,-,-,0
IONOSTREAM,PRS,6,6,0,890,-,-,0
IONOSTREAM,PST,3,3.5,0,845,-,-,0
IZANA,PRS,8,8.3,0,836,-,-,0
IZANA,PST,5,5,0,609,-,-,0
Jingle,ETR,9,9.5,0,"1,047",-,-,0
Jingle,FTR,7+,7.8,0,848,-,-,0
Jingle,PRS,5,5.5,0,741,-,-,0
Jingle,PST,2,2.5,0,530,-,-,0
Journey,FTR,9,9.1,0,997,-,-,0
Journey,PRS,6,6,0,778,-,-,0
Journey,PST,3,3,0,551,-,-,0
Judgement,FTR,10,10.5,0,"1,432",-,-,0
Judgement,PRS,8,8.6,0,"1,055",-,-,0
Judgement,PST,5,5.5,0,844,-,-,0
Jump,PRS,6,6,0,622,-,-,0
Jump,PST,4,4,0,531,-,-,0
Kanagawa Cyber Culvert,PRS,5,5.5,0,707,-,-,0
Kanagawa Cyber Culvert,PST,1,1,0,375,-,-,0
Kanbu de Tomatte Sugu Tokeru,FTR,10,10.1,0,"1,108",-,-,0
Kanbu de Tomatte Sugu Tokeru,PRS,7,7.5,0,714,-,-,0
Kanbu de Tomatte Sugu Tokeru,PST,4,4,0,584,-,-,0
Kanjou no Matenrou ~Arr.Demetori,PRS,6,6.5,0,929,-,-,0
Kanjou no Matenrou ~Arr.Demetori,PST,3,3.5,0,736,-,-,0
Kissing Lucifer,FTR,10,10.4,0,"1,183",-,-,0
Kissing Lucifer,PRS,7+,7.8,0,770,-,-,0
Kissing Lucifer,PST,4,4.5,0,639,-,-,0
KYOREN ROMANCE,PRS,7+,7.8,0,982,-,-,0
KYOREN ROMANCE,PST,4,4,0,821,-,-,0
La'qryma of the Wasteland,BYD,10,10,0,"1,161",-,-,0
La'qryma of the Wasteland,PRS,6,6.5,0,651,-,-,0
La'qryma of the Wasteland,PST,3,3.5,0,447,-,-,0
Ladymade Star,ETR,9,9.2,0,753,-,-,0
Ladymade Star,FTR,8,8.4,0,646,-,-,0
Ladymade Star,PRS,6,6.5,0,491,-,-,0
Ladymade Star,PST,2,2.5,0,394,-,-,0
Lament Rain,BYD,11,11.4,0,"1,637",-,-,0
Lament Rain,FTR,10,10.6,0,"1,380",-,-,0
Lament Rain,PRS,8+,8.8,0,"1,186",-,-,0
Lament Rain,PST,5,5.5,0,"1,025",-,-,0
LAMIA,PRS,8,8.5,0,885,-,-,0
LAMIA,PST,5,5,0,826,-,-,0
Lapis,FTR,9,9.4,0,920,-,-,0
Lapis,PRS,6,6,0,520,-,-,0
Lapis,PST,2,2,0,391,-,-,0
Last,PRS,7,7,0,781,-,-,0
Last,PST,4,4,0,680,-,-,0
Last Celebration,PRS,6,6.5,0,994,-,-,0
Last Celebration,PST,3,3.5,0,969,-,-,0
Last Goodbye,ETR,9+,9.7,0,911,-,-,0
Last Goodbye,FTR,8,8.2,0,727,-,-,0
Last Goodbye,PRS,6,6.5,0,605,-,-,0
Last Goodbye,PST,2,2.5,0,497,-,-,0
lastendconductor,BYD,10,10.2,0,"1,339",-,-,0
lastendconductor,FTR,9,9.4,0,"1,209",-,-,0
lastendconductor,PRS,7,7.5,0,901,-,-,0
lastendconductor,PST,3,3.5,0,726,-,-,0
Lawless Point,PRS,6,6,0,630,-,-,0
Lawless Point,PST,3,3,0,476,-,-,0
Lazy Addiction,FTR,9,9.6,0,"1,031",-,-,0
Lazy Addiction,PRS,6,6,0,647,-,-,0
Lazy Addiction,PST,2,2.5,0,462,-,-,0
Leave All Behind,PRS,5,5.5,0,488,-,-,0
Leave All Behind,PST,2,2,0,380,-,-,0
Let you DIVE! (nitro rmx),FTR,9,9.4,0,"1,049",-,-,0
Let you DIVE! (nitro rmx),PRS,6,6.5,0,819,-,-,0
Let you DIVE! (nitro rmx),PST,3,3,0,608,-,-,0
Let's Rock (Arcaea mix),PRS,7,7,0,963,-,-,0
Let's Rock (Arcaea mix),PST,3,3,0,541,-,-,0
Lethaeus,PRS,6,6.5,0,717,-,-,0
Lethaeus,PST,3,3.5,0,480,-,-,0
Lethal Voltage,FTR,10,10.4,0,"1,497",-,-,0
Lethal Voltage,PRS,7+,7.8,0,922,-,-,0
Lethal Voltage,PST,4,4.5,0,724,-,-,0
Liar,FTR,10,10,0,919,-,-,0
Liar,PRS,7+,7.8,0,614,-,-,0
Liar,PST,4,4.5,0,461,-,-,0
Libertas,BYD,10,10.5,0,"1,048",-,-,0
Libertas,PRS,5,5.5,0,514,-,-,0
Libertas,PST,3,3.5,0,476,-,-,0
Life is PIANO,FTR,9,9.1,0,674,-,-,0
Life is PIANO,PRS,6,6,0,437,-,-,0
Life is PIANO,PST,3,3.5,0,398,-,-,0
LiftOff,ETR,9+,9.8,0,988,-,-,0
LiftOff,FTR,8,8.2,0,660,-,-,0
LiftOff,PRS,6,6.5,0,500,-,-,0
LiftOff,PST,3,3,0,459,-,-,0
Lightning Screw,FTR,10,10.5,0,"1,192",-,-,0
Lightning Screw,PRS,7+,7.8,0,811,-,-,0
Lightning Screw,PST,4,4.5,0,611,-,-,0
Lights of Muse,FTR,8+,8.9,0,580,-,-,0
Lights of Muse,PRS,6,6,0,438,-,-,0
Lights of Muse,PST,2,2.5,0,333,-,-,0
Lilly,ETR,10+,10.8,0,"1,353",-,-,0
Lilly,FTR,9+,9.9,0,"1,312",-,-,0
Lilly,PRS,8,8.4,0,"1,052",-,-,0
Lilly,PST,5,5,0,865,-,-,0
Linear Accelerator,FTR,9+,9.8,0,905,-,-,0
Linear Accelerator,PRS,6,6,0,488,-,-,0
Linear Accelerator,PST,2,2,0,438,-,-,0
Live Fast Die Young,PRS,8,8.5,0,837,-,-,0
Live Fast Die Young,PST,4,4.5,0,565,-,-,0
LIVHT MY WΔY,FTR,9+,9.8,0,954,-,-,0
LIVHT MY WΔY,PRS,7,7.5,0,738,-,-,0
LIVHT MY WΔY,PST,4,4.5,0,673,-,-,0
Logos,PRS,7+,7.8,0,798,-,-,0
Logos,PST,4,4,0,697,-,-,0
Löschen,PRS,7,7,0,850,-,-,0
Löschen,PST,3,3.5,0,642,-,-,0
Lost Civilization,PRS,7,7,0,690,-,-,0
Lost Civilization,PST,4,4,0,462,-,-,0
Lost Desire,PRS,7+,7.8,0,871,-,-,0
Lost Desire,PST,4,4,0,684,-,-,0
Lost Emotion feat. nomico,PRS,7,7,0,780,-,-,0
Lost Emotion feat. nomico,PST,3,3.5,0,602,-,-,0
Lost in the Abyss,FTR,9+,9.7,0,"1,179",-,-,0
Lost in the Abyss,PRS,6,6.5,0,908,-,-,0
Lost in the Abyss,PST,3,3.5,0,907,-,-,0
Loveless Dress,PRS,6,6.5,0,630,-,-,0
Loveless Dress,PST,3,3.5,0,537,-,-,0
Lucid Traveler,FTR,10,10.5,0,"1,341",-,-,0
Lucid Traveler,PRS,8+,8.9,0,"1,006",-,-,0
Lucid Traveler,PST,4,4.5,0,634,-,-,0
Lucifer,PRS,5,5.5,0,506,-,-,0
Lucifer,PST,3,3.5,0,424,-,-,0
Lumia,PRS,5,5.5,0,438,-,-,0
Lumia,PST,2,2.5,0,469,-,-,0
Luna Rossa,FTR,9+,9.7,0,920,-,-,0
Luna Rossa,PRS,6,6,0,578,-,-,0
Luna Rossa,PST,3,3,0,443,-,-,0
LunarOrbit -believe in the Espebranch road-,PRS,6,6,0,757,-,-,0
LunarOrbit -believe in the Espebranch road-,PST,3,3.5,0,624,-,-,0
Macrocosmic Modulation,FTR,9+,9.8,0,"1,117",-,-,0
Macrocosmic Modulation,PRS,7+,7.8,0,789,-,-,0
Macrocosmic Modulation,PST,4,4,0,608,-,-,0
Magnolia,FTR,10,10.2,0,895,-,-,0
Magnolia,PRS,7+,7.8,0,726,-,-,0
Magnolia,PST,4,4.5,0,625,-,-,0
MAHOROBA,FTR,9,9.5,0,828,-,-,0
MAHOROBA,PRS,6,6.5,0,632,-,-,0
MAHOROBA,PST,3,3,0,422,-,-,0
Malicious Mischance,PRS,7+,7.8,0,706,-,-,0
Malicious Mischance,PST,4,4,0,510,-,-,0
Manic Jeer,FTR,10,10.6,0,"1,286",-,-,0
Manic Jeer,PRS,7+,7.8,0,875,-,-,0
Manic Jeer,PST,4,4,0,698,-,-,0
MANTIS (Arcaea Ultra-Bloodrush VIP),PRS,7,7,0,760,-,-,0
MANTIS (Arcaea Ultra-Bloodrush VIP),PST,3,3,0,575,-,-,0
MARENYX,ETR,10+,10.8,0,"1,500",-,-,0
MARENYX,FTR,9,9.5,0,"1,307",-,-,0
MARENYX,PRS,7+,7.8,0,"1,143",-,-,0
MARENYX,PST,4,4.5,0,886,-,-,0
Masquerade Legion,PRS,6,6.5,0,698,-,-,0
Masquerade Legion,PST,3,3.5,0,510,-,-,0
MAXRAGE,FTR,9+,9.9,0,"1,184",-,-,0
MAXRAGE,PRS,6,6.5,0,760,-,-,0
MAXRAGE,PST,3,3.5,0,696,-,-,0
Maze No.9,PRS,3,3.5,0,445,-,-,0
Maze No.9,PST,3,3,0,494,-,-,0
Mazy Metroplex,FTR,9+,9.8,0,952,-,-,0
Mazy Metroplex,PRS,7+,7.8,0,704,-,-,0
Mazy Metroplex,PST,3,3,0,453,-,-,0
Medusa,FTR,10,10.1,0,931,-,-,0
Medusa,PRS,7,7,0,645,-,-,0
Medusa,PST,4,4.5,0,550,-,-,0
MEGALOVANIA,ETR,10,10.5,0,"1,202",-,-,0
MEGALOVANIA,FTR,9,9.5,0,"1,064",-,-,0
MEGALOVANIA,PRS,7,7.5,0,969,-,-,0
MEGALOVANIA,PST,4,4.5,0,906,-,-,0
MEGALOVANIA (Camellia Remix),ETR,10+,10.9,0,"1,468",-,-,0
MEGALOVANIA (Camellia Remix),FTR,9+,9.8,0,"1,345",-,-,0
MEGALOVANIA (Camellia Remix),PRS,8,8.4,0,"1,161",-,-,0
MEGALOVANIA (Camellia Remix),PST,5,5.5,0,946,-,-,0
Melty Rhapsody,ETR,10,10.4,0,"1,185",-,-,0
Melty Rhapsody,FTR,9,9.6,0,975,-,-,0
Melty Rhapsody,PRS,7,7.5,0,790,-,-,0
Melty Rhapsody,PST,3,3.5,0,582,-,-,0
Memory Forest,PRS,6,6,0,726,-,-,0
Memory Forest,PST,3,3.5,0,639,-,-,0
memoryfactory.lzh,PRS,5,5.5,0,448,-,-,0
memoryfactory.lzh,PST,2,2.5,0,308,-,-,0
MERLIN,BYD,9,9.4,0,881,-,-,0
MERLIN,FTR,8+,8.9,0,712,-,-,0
MERLIN,PRS,5,5.5,0,428,-,-,0
MERLIN,PST,3,3,0,315,-,-,0
Meta-Mysteria,FTR,10+,10.8,0,"1,309",-,-,0
Meta-Mysteria,PRS,7+,7.8,0,905,-,-,0
Meta-Mysteria,PST,5,5,0,844,-,-,0
Metallic Punisher,PRS,7,7,0,846,-,-,0
Metallic Punisher,PST,3,3,0,500,-,-,0
Miles,ETR,9+,9.8,0,829,-,-,0
Miles,FTR,8,8.2,0,687,-,-,0
Miles,PRS,6,6.5,0,548,-,-,0
Miles,PST,3,3.5,0,385,-,-,0
MIRINAE,FTR,10,10.4,0,"1,277",-,-,0
MIRINAE,PRS,8,8.3,0,881,-,-,0
MIRINAE,PST,4,4.5,0,646,-,-,0
Mirzam,FTR,9+,9.9,0,"1,303",-,-,0
Mirzam,PRS,7,7.5,0,885,-,-,0
Mirzam,PST,4,4,0,662,-,-,0
Misdeed -la bonté de Dieu et l'origine du mal-,PRS,8,8.5,0,"1,070",-,-,0
Misdeed -la bonté de Dieu et l'origine du mal-,PST,5,5.5,0,814,-,-,0
mod,FTR,9,9.4,0,853,-,-,0
mod,PRS,6,6.5,0,676,-,-,0
mod,PST,3,3.5,0,572,-,-,0
Modelista,FTR,9+,9.9,0,"1,010",-,-,0
Modelista,PRS,7,7.5,0,691,-,-,0
Modelista,PST,3,3.5,0,418,-,-,0
Monochrome Princess,PRS,7+,7.8,0,756,-,-,0
Monochrome Princess,PST,4,4.5,0,621,-,-,0
Moonheart,PRS,5,5.5,0,566,-,-,0
Moonheart,PST,2,2.5,0,449,-,-,0
Moonlight of Sand Castle,FTR,7+,7.8,0,645,-,-,0
Moonlight of Sand Castle,PRS,5,5,0,394,-,-,0
Moonlight of Sand Castle,PST,1,1.5,0,418,-,-,0
MORNINGLOOM,ETR,9+,9.8,0,"1,035",-,-,0
MORNINGLOOM,FTR,8+,8.8,0,940,-,-,0
MORNINGLOOM,PRS,6,6.5,0,829,-,-,0
MORNINGLOOM,PST,3,3,0,710,-,-,0
MVURBD,FTR,10,10.6,0,"1,497",-,-,0
MVURBD,PRS,7+,7.8,0,"1,031",-,-,0
MVURBD,PST,4,4.5,0,999,-,-,0
My life is mine alone!,ETR,10,10.1,0,"1,075",-,-,0
My life is mine alone!,FTR,8+,8.8,0,933,-,-,0
My life is mine alone!,PRS,5,5.5,0,612,-,-,0
My life is mine alone!,PST,2,2.5,0,460,-,-,0
Nameless Passion,PRS,7,7,0,890,-,-,0
Nameless Passion,PST,3,3,0,681,-,-,0
NEO WINGS,PRS,7,7.5,0,840,-,-,0
NEO WINGS,PST,4,4,0,591,-,-,0
New York Back Raise,FTR,9+,9.9,0,"1,091",-,-,0
New York Back Raise,PRS,7,7,0,803,-,-,0
New York Back Raise,PST,4,4.5,0,762,-,-,0
next to you,BYD,9,9.6,0,954,-,-,0
next to you,PRS,7,7,0,583,-,-,0
next to you,PST,4,4.5,0,454,-,-,0
Nhelv,BYD,10+,10.9,0,"1,474",-,-,0
Nhelv,PRS,6,6.5,0,913,-,-,0
Nhelv,PST,3,3,0,647,-,-,0
Nightmare,ETR,10+,10.8,0,"1,116",-,-,0
Nightmare,FTR,9+,9.8,0,901,-,-,0
Nightmare,PRS,7+,7.8,0,757,-,-,0
Nightmare,PST,4,4.5,0,680,-,-,0
Nirv lucE,PRS,7,7,0,547,-,-,0
Nirv lucE,PST,2,2.5,0,297,-,-,0
No Way Back,ETR,10,10.4,0,"1,008",-,-,0
No Way Back,FTR,8+,8.9,0,837,-,-,0
No Way Back,PRS,7,7.5,0,639,-,-,0
No Way Back,PST,4,4.5,0,564,-,-,0
NULCTRL,PRS,7,7.5,0,410,-,-,0
NULCTRL,PST,3,3,0,407,-,-,0
NULL APOPHENIA,PRS,8+,8.8,0,"1,098",-,-,0
NULL APOPHENIA,PST,4,4.5,0,990,-,-,0
nέo κósmo,FTR,9+,9.7,0,979,-,-,0
nέo κósmo,PRS,7+,7.8,0,791,-,-,0
nέo κósmo,PST,4,4,0,603,-,-,0
Oblivia,PRS,5,5,0,517,-,-,0
Oblivia,PST,3,3.5,0,574,-,-,0
OBLIVION,ETR,10,10.1,0,871,-,-,0
OBLIVION,FTR,9,9.5,0,759,-,-,0
OBLIVION,PRS,7,7,0,526,-,-,0
OBLIVION,PST,4,4,0,366,-,-,0
Old School Salvage,FTR,9+,9.8,0,"1,316",-,-,0
Old School Salvage,PRS,7+,7.8,0,950,-,-,0
Old School Salvage,PST,4,4,0,705,-,-,0
OMAJINAI,FTR,9,9.4,0,886,-,-,0
OMAJINAI,PRS,7,7,0,572,-,-,0
OMAJINAI,PST,2,2.5,0,288,-,-,0
OMAKENO Stroke,BYD,10,10.3,0,931,-,-,0
OMAKENO Stroke,FTR,9,9.5,0,869,-,-,0
OMAKENO Stroke,PRS,6,6.5,0,616,-,-,0
OMAKENO Stroke,PST,3,3,0,502,-,-,0
On And On!! feat. Jenga,PRS,7,7,0,616,-,-,0
On And On!! feat. Jenga,PST,3,3,0,370,-,-,0
One Last Drive,PRS,5,5.5,0,564,-,-,0
One Last Drive,PST,2,2.5,0,604,-,-,0
One Step Closer,FTR,9,9.5,0,752,-,-,0
One Step Closer,PRS,7,7,0,551,-,-,0
One Step Closer,PST,3,3.5,0,454,-,-,0
Oracle,FTR,9,9.3,0,963,-,-,0
Oracle,PRS,5,5.5,0,508,-,-,0
Oracle,PST,3,3,0,425,-,-,0
Oshama Scramble!,FTR,10,10,0,"1,073",-,-,0
Oshama Scramble!,PRS,6,6.5,0,568,-,-,0
Oshama Scramble!,PST,3,3.5,0,508,-,-,0
ouroboros -twin stroke of the end-,FTR,10+,10.7,0,"1,369",-,-,0
ouroboros -twin stroke of the end-,PRS,7,7.5,0,832,-,-,0
ouroboros -twin stroke of the end-,PST,4,4.5,0,575,-,-,0
Ouvertüre,FTR,9+,9.8,0,913,-,-,0
Ouvertüre,PRS,7,7.5,0,786,-,-,0
Ouvertüre,PST,2,2.5,0,583,-,-,0
overdead.,BYD,10,10.5,0,"1,503",-,-,0
Overwhelm,FTR,10,10.6,0,"1,251",-,-,0
Overwhelm,PRS,8,8.5,0,"1,038",-,-,0
Overwhelm,PST,5,5,0,854,-,-,0
Paper Witch,PRS,5,5,0,487,-,-,0
Paper Witch,PST,2,2,0,348,-,-,0
Paradise,PRS,4,4,0,349,-,-,0
Paradise,PST,1,1,0,253,-,-,0
Paradox Palette,ETR,9+,9.9,0,"1,043",-,-,0
Paradox Palette,FTR,8+,8.8,0,814,-,-,0
Paradox Palette,PRS,7,7.5,0,653,-,-,0
Paradox Palette,PST,4,4,0,476,-,-,0
Paranoid Arc,ETR,10,10.5,0,"1,412",-,-,0
Paranoid Arc,FTR,9,9.6,0,"1,204",-,-,0
Paranoid Arc,PRS,7+,7.8,0,849,-,-,0
Paranoid Arc,PST,4,4.5,0,762,-,-,0
Particle,ETR,9+,9.7,0,881,-,-,0
Particle,FTR,9,9.5,0,890,-,-,0
Particle,PRS,6,6,0,613,-,-,0
Particle,PST,3,3.5,0,519,-,-,0
Particle Arts,PRS,6,6,0,637,-,-,0
Particle Arts,PST,3,3.5,0,529,-,-,0
Party Vinyl,PRS,7+,7.8,0,543,-,-,0
Party Vinyl,PST,4,4,0,337,-,-,0
Pentiment,PRS,8+,8.7,0,"1,055",-,-,0
Pentiment,PST,7,7,0,911,-,-,0
Phantasia,FTR,9,9.2,0,952,-,-,0
Phantasia,PRS,5,5.5,0,579,-,-,0
Phantasia,PST,4,4,0,544,-,-,0
PICO-Pico-Translation!,FTR,9,9.4,0,"1,049",-,-,0
PICO-Pico-Translation!,PRS,6,6,0,723,-,-,0
PICO-Pico-Translation!,PST,2,2,0,543,-,-,0
Placebo♥Battler,FTR,10,10.4,0,"1,194",-,-,0
Placebo♥Battler,PRS,8,8.3,0,827,-,-,0
Placebo♥Battler,PST,5,5.5,0,597,-,-,0
PRAGMATISM,PRS,8,8.6,0,855,-,-,0
PRAGMATISM,PST,4,4.5,0,476,-,-,0
Prayer,ETR,9,9.1,0,714,-,-,0
Prayer,FTR,8,8.2,0,591,-,-,0
Prayer,PRS,5,5.5,0,479,-,-,0
Prayer,PST,2,2.5,0,419,-,-,0
Primeval Texture,FTR,9,9,0,810,-,-,0
Primeval Texture,PRS,7,7.5,0,525,-,-,0
Primeval Texture,PST,3,3,0,387,-,-,0
PRIMITIVE LIGHTS,FTR,10+,10.8,0,"1,524",-,-,0
PRIMITIVE LIGHTS,PRS,8+,8.8,0,"1,073",-,-,0
PRIMITIVE LIGHTS,PST,5,5.5,0,785,-,-,0
Prism,FTR,8,8,0,785,-,-,0
Prism,PRS,5,5,0,544,-,-,0
Prism,PST,2,2,0,476,-,-,0
Protoflicker,FTR,9+,9.8,0,"1,042",-,-,0
Protoflicker,PRS,7,7,0,633,-,-,0
Protoflicker,PST,3,3,0,510,-,-,0
PUPA,FTR,10,10.4,0,"1,099",-,-,0
PUPA,PRS,7+,7.8,0,684,-,-,0
PUPA,PST,4,4,0,374,-,-,0
Purgatorium,PRS,6,6,0,641,-,-,0
Purgatorium,PST,2,2.5,0,609,-,-,0
Purple Verse,BYD,10,10.6,0,"1,202",-,-,0
Purple Verse,PRS,7,7.5,0,664,-,-,0
Purple Verse,PST,4,4,0,558,-,-,0
Qovat,FTR,10,10.4,0,"1,299",-,-,0
Qovat,PRS,8,8.2,0,765,-,-,0
Qovat,PST,4,4.5,0,519,-,-,0
qualia -ideaesthesia-,PRS,7,7,0,875,-,-,0
qualia -ideaesthesia-,PST,4,4.5,0,550,-,-,0
Quon (DJ Noriken),BYD,10,10.2,0,"1,044",-,-,0
Quon (DJ Noriken),FTR,8+,8.7,0,749,-,-,0
Quon (DJ Noriken),PRS,6,6,0,496,-,-,0
Quon (DJ Noriken),PST,2,2.5,0,425,-,-,0
Quon (Feryquitous),FTR,9,9.6,0,991,-,-,0
Quon (Feryquitous),PRS,6,6.5,0,718,-,-,0
Quon (Feryquitous),PST,4,4,0,547,-,-,0
Rabbit In The Black Room,PRS,5,5,0,467,-,-,0
Rabbit In The Black Room,PST,2,2,0,373,-,-,0
Rain of Conflict in a Radiant Abyss,ETR,10,10.5,0,"1,247",-,-,0
Rain of Conflict in a Radiant Abyss,FTR,9,9.5,0,"1,174",-,-,0
Rain of Conflict in a Radiant Abyss,PRS,7+,7.8,0,934,-,-,0
Rain of Conflict in a Radiant Abyss,PST,5,5,0,831,-,-,0
Raven's Pride,PRS,7,7,0,797,-,-,0
Raven's Pride,PST,3,3,0,697,-,-,0
Rays of Remnant,BYD,10,10.4,0,"1,118",-,-,0
Rays of Remnant,FTR,9+,9.7,0,982,-,-,0
Rays of Remnant,PRS,7,7.5,0,766,-,-,0
Rays of Remnant,PST,4,4.5,0,710,-,-,0
REconstruction,FTR,8,8.4,0,825,-,-,0
REconstruction,PRS,6,6,0,469,-,-,0
REconstruction,PST,2,2.5,0,347,-,-,0
Red and Blue,PRS,7+,7.8,0,597,-,-,0
Red and Blue,PST,4,4,0,464,-,-,0
Redolent Shape,FTR,10,10.2,0,"1,088",-,-,0
Redolent Shape,PRS,7,7.5,0,717,-,-,0
Redolent Shape,PST,4,4.5,0,570,-,-,0
Redraw the Colorless World,PRS,6,6.5,0,680,-,-,0
Redraw the Colorless World,PST,4,4,0,568,-,-,0
Reinvent,PRS,6,6.5,0,703,-,-,0
Reinvent,PST,2,2.5,0,570,-,-,0
REKKA RESONANCE,PRS,8+,8.9,0,"1,051",-,-,0
REKKA RESONANCE,PST,5,5,0,860,-,-,0
Relentless,PRS,6,6.5,0,722,-,-,0
Relentless,PST,4,4.5,0,607,-,-,0
Remind the Souls (Short Version),PRS,7,7,0,756,-,-,0
Remind the Souls (Short Version),PST,3,3.5,0,561,-,-,0
Renegade,BYD,10,10.2,0,"1,165",-,-,0
Renegade,FTR,9,9.6,0,994,-,-,0
Renegade,PRS,7+,7.8,0,751,-,-,0
Renegade,PST,4,4.5,0,655,-,-,0
ReviXy,PRS,7,7,0,729,-,-,0
ReviXy,PST,3,3,0,538,-,-,0
RGB,PRS,7+,7.8,0,803,-,-,0
RGB,PST,4,4,0,652,-,-,0
Ringed Genesis,PRS,8,8.4,0,860,-,-,0
Ringed Genesis,PST,5,5.5,0,672,-,-,0
Rise,PRS,4,4,0,599,-,-,0
Rise,PST,2,2.5,0,322,-,-,0
Rise of the World,PRS,8,8.1,0,843,-,-,0
Rise of the World,PST,4,4.5,0,722,-,-,0
Romance Wars,PRS,4,4,0,378,-,-,0
Romance Wars,PST,1,1,0,423,-,-,0
ROST PAGE GENE,FTR,10,10.3,0,"1,028",-,-,0
ROST PAGE GENE,PRS,8,8.2,0,697,-,-,0
ROST PAGE GENE,PST,5,5,0,475,-,-,0
Rugie,PRS,6,6,0,754,-,-,0
Rugie,PST,3,3,0,566,-,-,0
SACRIFICE feat. ayame,FTR,9+,9.7,0,958,-,-,0
SACRIFICE feat. ayame,PRS,7,7.5,0,779,-,-,0
SACRIFICE feat. ayame,PST,3,3.5,0,548,-,-,0
SAIKYO STRONGER,PST,5,5.5,0,654,-,-,0
Saint or Sinner,FTR,8+,8.8,0,906,-,-,0
Saint or Sinner,PRS,6,6,0,563,-,-,0
Saint or Sinner,PST,3,3,0,447,-,-,0
Sakura Fubuki,PRS,6,6.5,0,571,-,-,0
Sakura Fubuki,PST,3,3.5,0,526,-,-,0
san skia,PRS,6,6,0,783,-,-,0
san skia,PST,3,3.5,0,670,-,-,0
SATISFACTION,ETR,9,9.5,0,"1,047",-,-,0
SATISFACTION,FTR,8,8.5,0,890,-,-,0
SATISFACTION,PRS,6,6.5,0,738,-,-,0
SATISFACTION,PST,3,3.5,0,580,-,-,0
